Country,Month,Temperature,Humidity
Cameroon,July,35.53,54.19
Sudan,August,43.53,86.13
Kenya,June,31.04,79.32
Morocco,May,21.88,27.05
Gabon,May,34.39,61.82
Angola,May,23.12,20.19
Burundi,May,23.73,15.12
Mali,July,45.48,57.9
Zimbabwe,July,33.44,33.99
Mozambique,May,34.43,81.69
Burundi,June,29.08,68.68
Niger,July,30.18,76.24
Eritrea,May,47.33,25.08
Gabon,May,35.11,49.6
Ethiopia,June,28.08,61.49
Tunisia,August,31.6,24.01
Libya,June,42.48,73.27
Namibia,June,21.85,22.56
Libya,June,27.12,88.86
Cabo Verde,August,33.38,85.16
Guinea-Bissau,June,34.62,42.82
Mozambique,July,45.78,29.56
Mozambique,June,36.14,11.52
Cameroon,June,28.76,55.76
Libya,June,21.05,81.32
Mali,August,49.32,38.33
Botswana,August,20.52,24.07
Somalia,July,39.18,75.15
Kenya,May,49.44,45.53
Benin,June,25.32,32.59
Zimbabwe,July,41.28,75.48
Namibia,May,29.73,27.7
Tunisia,July,24.9,19.47
Gambia,May,48.29,70.7
Tunisia,June,36.9,77.0
Morocco,August,34.84,25.66
Nigeria,May,44.74,63.68
Gambia,June,39.43,75.15
Tanzania,August,40.91,31.89
Guinea,August,40.02,26.21
Burundi,May,46.57,74.15
Comoros,June,43.26,30.7
Liberia,May,43.94,67.38
Seychelles,July,44.9,41.12
Gambia,June,40.37,79.04
Egypt,July,29.95,75.48
Sao Tome and Principe,July,37.47,72.4
Rwanda,June,41.62,34.37
Democratic Republic of the Congo,July,26.1,46.19
Egypt,June,22.46,70.46
South Africa,August,32.03,27.63
South Sudan,May,34.39,80.85
Sao Tome and Principe,June,34.81,42.93
Gambia,May,31.15,60.45
Senegal,June,31.57,21.5
Uganda,June,29.84,56.85
Burkina Faso,May,39.75,43.49
Mali,June,27.58,41.53
Malawi,May,49.91,78.38
Djibouti,May,32.43,41.84
Guinea,July,39.54,73.86
Niger,July,31.89,36.92
Somalia,July,43.17,34.62
Sierra Leone,August,32.97,75.0
Guinea,June,43.23,13.09
Equatorial Guinea,August,33.1,36.1
Benin,June,37.01,50.99
Egypt,July,37.62,33.07
Sudan,July,26.17,76.37
Equatorial Guinea,July,37.95,20.52
Chad,August,24.04,19.34
Senegal,August,34.15,35.13
Sudan,August,35.23,72.83
Ghana,July,23.56,53.72
Rwanda,May,32.68,39.14
Uganda,July,42.43,44.87
South Sudan,August,26.53,52.43
Rwanda,May,43.15,72.97
Madagascar,July,29.28,40.38
Senegal,August,36.46,70.68
Togo,July,23.02,60.15
Rwanda,August,43.79,27.86
Gabon,August,42.33,28.74
Togo,June,31.3,68.79
Benin,May,37.34,20.28
Gabon,May,21.7,39.81
Togo,August,28.55,29.12
Mozambique,August,37.08,77.12
Lesotho,May,25.27,64.66
Guinea,May,20.91,16.49
Namibia,May,40.61,56.59
Comoros,July,26.45,44.9
Congo,August,41.37,21.52
Mauritania,July,48.83,81.98
Zimbabwe,July,30.0,60.57
Gambia,June,37.51,45.02
Mauritius,August,45.94,51.56
Sudan,July,26.74,28.36
Mauritania,May,31.82,52.17
Ghana,June,39.86,39.37
Malawi,June,40.23,82.57
Kenya,May,43.51,71.01
Uganda,July,32.02,50.1
Madagascar,June,29.03,19.02
Togo,July,31.52,72.7
Comoros,June,21.5,86.4
Guinea-Bissau,June,26.69,64.57
Uganda,June,46.66,51.71
Namibia,June,35.68,36.24
Eritrea,July,47.2,39.16
Zambia,July,29.55,37.06
Algeria,May,41.34,33.28
Gabon,May,39.31,41.39
Cameroon,August,40.19,34.13
Mauritania,May,43.4,82.76
Ghana,August,21.03,87.62
Equatorial Guinea,July,20.59,28.33
Madagascar,May,34.36,19.28
Congo,July,22.91,61.76
Tanzania,May,42.97,73.12
Botswana,August,38.45,34.24
Sierra Leone,August,30.58,79.59
Uganda,May,49.23,54.62
Mali,July,36.86,39.16
Burkina Faso,May,43.38,44.91
Senegal,July,40.93,68.67
Angola,June,45.62,22.57
South Sudan,May,34.78,79.29
Lesotho,August,30.4,28.67
Angola,June,38.7,78.57
Guinea,August,43.78,53.66
Algeria,July,33.05,70.81
Lesotho,July,26.75,20.56
Benin,May,46.21,68.48
Tunisia,May,27.96,39.12
Liberia,August,36.1,39.72
Niger,May,34.56,12.97
Burkina Faso,July,42.62,59.54
Chad,August,47.81,35.71
Egypt,July,42.29,34.82
Burkina Faso,June,39.78,57.01
Rwanda,July,47.93,25.03
Mauritania,May,41.55,62.6
Congo,May,26.3,44.06
Equatorial Guinea,June,25.41,79.52
Kenya,August,39.61,40.31
Algeria,May,41.24,54.18
Senegal,May,49.05,59.75
Togo,May,36.31,12.44
Algeria,August,36.37,74.91
Tunisia,June,38.95,83.02
Uganda,June,30.74,64.18
Ghana,June,32.04,22.51
Seychelles,June,43.37,72.62
Mauritius,August,32.95,43.02
Central African Republic,June,31.88,16.45
Burkina Faso,May,34.38,20.68
Cameroon,June,20.75,56.1
Burkina Faso,July,35.8,88.47
Mozambique,May,21.1,65.06
Libya,August,49.67,63.15
Mauritius,May,33.18,57.83
Mauritania,June,40.26,80.95
Congo,May,38.63,42.75
Ivory Coast,June,47.24,85.5
Morocco,May,24.86,11.08
South Sudan,June,34.72,83.01
Sudan,July,32.8,15.88
Morocco,July,45.44,10.47
Mozambique,July,21.14,50.39
Mauritius,July,20.69,61.99
Malawi,August,30.95,85.73
Chad,May,47.84,80.62
Nigeria,July,37.84,28.56
Ethiopia,August,44.25,62.14
Cabo Verde,August,36.66,84.61
Eswatini,July,25.43,55.84
Kenya,August,30.68,47.9
Uganda,May,41.22,49.49
Ethiopia,July,32.27,58.15
Guinea-Bissau,July,48.09,46.29
South Africa,June,42.06,78.27
Zambia,July,38.08,21.95
Cameroon,June,25.26,60.88
Burundi,May,36.01,58.32
Cameroon,August,40.19,43.04
Angola,July,30.16,81.4
Tanzania,August,42.35,28.97
Guinea,May,41.69,80.39
Burundi,May,36.71,66.96
Namibia,May,49.9,52.41
Rwanda,July,36.71,89.18
Madagascar,July,39.24,77.21
Somalia,June,40.14,70.48
Guinea,August,21.32,84.62
Guinea-Bissau,June,31.15,64.39
Nigeria,August,32.72,33.47
Zambia,August,30.63,58.98
Lesotho,May,33.43,13.93
Djibouti,August,21.35,83.07
Eritrea,June,26.08,41.24
Equatorial Guinea,June,37.53,55.65
Seychelles,July,39.63,84.79
Somalia,August,25.63,28.14
Central African Republic,July,40.76,54.36
Liberia,May,26.14,77.26
Mauritania,June,38.44,76.27
Ethiopia,May,24.7,44.3
Tanzania,June,43.53,21.03
Mozambique,May,32.11,32.19
Seychelles,July,40.92,70.0
Chad,June,35.49,70.85
Guinea,June,26.27,72.96
Ghana,June,32.67,39.42
Tunisia,August,33.03,81.05
Central African Republic,May,34.31,72.83
Zimbabwe,August,22.6,74.6
Central African Republic,June,33.11,11.59
Algeria,August,40.64,88.61
Burkina Faso,May,42.79,18.15
Zimbabwe,May,22.94,81.07
Chad,August,26.93,23.79
Ethiopia,August,22.02,52.78
Sierra Leone,June,38.05,25.28
Seychelles,August,34.88,56.84
Somalia,July,31.94,39.68
Rwanda,May,49.41,86.44
Sao Tome and Principe,August,37.58,41.65
Botswana,May,42.28,65.58
Namibia,June,22.14,53.75
Eswatini,May,35.35,10.85
Togo,May,29.74,50.85
Eswatini,May,29.42,74.59
Burkina Faso,June,36.71,88.64
Democratic Republic of the Congo,June,37.24,56.55
Mali,June,31.34,89.45
Ethiopia,July,29.39,73.08
Central African Republic,June,41.91,52.85
Togo,July,36.42,69.43
South Africa,August,33.35,80.14
Eswatini,August,41.27,74.24
South Sudan,June,41.07,11.48
Togo,June,44.14,83.0
Mali,May,37.47,31.31
Somalia,May,46.43,50.1
Ivory Coast,May,25.91,65.18
Chad,May,42.15,47.46
Eritrea,June,45.07,59.65
Gabon,May,38.3,80.38
South Africa,May,23.14,15.07
Zambia,August,41.43,30.22
Ethiopia,August,31.06,81.46
Ethiopia,August,26.9,42.19
Equatorial Guinea,June,31.67,54.24
Senegal,July,32.29,89.25
Niger,May,21.55,45.59
Rwanda,May,26.42,83.3
South Sudan,May,30.76,45.27
Equatorial Guinea,June,38.93,27.38
Gabon,July,25.04,24.98
Uganda,May,45.62,36.78
Zimbabwe,August,26.45,70.05
Ghana,August,22.54,33.61
Guinea,August,37.18,17.02
Egypt,July,32.83,67.4
Rwanda,May,20.8,46.72
Burundi,May,47.23,56.27
Zambia,July,44.88,28.54
Uganda,July,47.29,52.06
Togo,May,27.25,74.04
Sierra Leone,June,29.28,38.37
Libya,June,44.49,72.3
Kenya,June,34.71,29.84
Gabon,May,25.01,82.08
Chad,July,22.31,58.47
Senegal,May,49.48,77.71
Djibouti,August,45.84,21.57
Ghana,June,32.23,34.86
Madagascar,July,45.12,13.84
Angola,August,37.06,19.26
Mozambique,June,29.51,47.07
Eswatini,July,28.55,67.05
Tanzania,May,46.84,86.43
Zambia,July,49.44,83.07
Uganda,May,42.87,10.89
Morocco,May,42.42,72.88
Sudan,June,38.66,35.26
Zimbabwe,July,45.36,75.39
Sudan,June,47.37,22.78
Burkina Faso,August,22.45,32.3
South Africa,August,43.91,72.69
Senegal,July,30.87,67.02
Mauritius,August,35.34,75.72
Angola,May,41.31,14.96
Lesotho,July,21.22,31.17
Namibia,May,26.46,64.69
Democratic Republic of the Congo,July,22.81,25.31
Egypt,June,43.49,65.5
Libya,May,39.56,52.89
Malawi,June,21.03,11.92
Mali,May,41.91,37.81
Congo,May,37.43,40.51
Togo,July,33.99,15.65
Chad,August,34.06,38.65
Algeria,May,34.3,82.63
Sao Tome and Principe,August,27.6,82.03
Rwanda,July,34.83,49.73
Uganda,June,39.32,64.59
Kenya,August,28.51,54.12
Tunisia,May,42.34,48.48
Zambia,May,22.03,20.83
Niger,June,37.66,81.94
Rwanda,August,30.41,16.3
Nigeria,August,33.22,88.11
Benin,June,40.13,71.74
Malawi,August,34.48,38.08
Cameroon,June,23.81,69.07
Egypt,June,37.06,19.38
Chad,July,33.62,32.85
Burundi,July,45.29,83.34
Senegal,May,45.99,53.42
Ethiopia,August,21.84,57.04
Democratic Republic of the Congo,July,28.01,31.76
Seychelles,June,24.88,64.04
Democratic Republic of the Congo,June,23.49,56.72
Burkina Faso,May,21.94,78.49
South Africa,July,23.97,68.94
Zambia,August,24.02,89.14
Algeria,June,40.16,47.54
Burundi,August,22.52,46.62
Mauritius,August,41.08,68.82
Djibouti,June,28.18,48.49
Benin,August,22.77,15.24
Comoros,August,42.53,83.43
Mauritania,May,49.28,51.69
Sao Tome and Principe,July,37.95,51.93
Madagascar,August,45.59,53.56
Gabon,June,42.75,21.19
Mauritania,July,31.2,26.71
Cameroon,May,22.01,34.15
Equatorial Guinea,August,27.04,13.44
Somalia,June,46.61,70.16
Eritrea,July,31.28,26.45
Angola,July,32.92,24.39
Congo,June,43.25,54.29
Ethiopia,May,30.53,38.67
Ivory Coast,August,42.52,86.4
Zimbabwe,August,41.63,88.83
Uganda,June,33.28,55.99
Democratic Republic of the Congo,May,43.13,15.47
Gambia,May,20.66,71.94
Chad,May,26.5,23.3
Gambia,May,45.98,84.4
Mali,May,38.7,74.82
Tanzania,June,45.65,17.71
Djibouti,August,22.17,29.17
Egypt,July,27.62,59.06
Niger,August,30.26,46.27
Mauritius,June,38.54,72.52
Sudan,July,27.34,84.93
Eritrea,July,24.75,58.81
Togo,May,29.29,54.59
South Sudan,May,27.68,70.31
Mauritius,July,27.13,61.76
Cabo Verde,August,27.0,55.49
Seychelles,June,30.51,32.02
Tunisia,August,30.76,66.11
Tanzania,August,30.45,84.49
Gambia,June,27.48,42.39
Ethiopia,July,39.84,53.18
Angola,July,25.19,55.75
Botswana,August,34.38,70.0
Senegal,June,21.17,32.35
Gambia,July,35.3,33.69
Burundi,August,37.31,67.37
Zimbabwe,June,30.2,69.92
Comoros,August,42.54,61.9
Burkina Faso,May,34.59,50.23
Libya,July,34.0,72.63
Mozambique,July,29.61,39.76
Eritrea,May,40.26,26.4
Central African Republic,August,20.35,29.99
Central African Republic,June,42.23,49.12
Congo,July,30.07,18.18
Sierra Leone,May,42.54,73.79
Congo,July,27.93,41.72
Chad,July,31.85,72.62
Mali,July,29.38,72.31
Benin,May,34.36,50.68
Sao Tome and Principe,May,40.79,72.77
Algeria,July,41.0,26.75
Burkina Faso,August,21.08,24.68
Seychelles,May,39.79,63.81
Gambia,July,38.31,57.23
South Sudan,July,25.34,48.4
Mauritania,June,37.92,35.69
South Sudan,July,28.12,32.29
Comoros,July,21.04,31.89
Ghana,May,39.78,53.46
Cabo Verde,June,22.23,52.42
Madagascar,June,23.91,53.45
Gabon,May,24.47,60.3
Tanzania,June,28.85,53.67
Rwanda,July,23.83,24.21
Congo,August,20.93,79.05
Senegal,July,23.7,41.77
Central African Republic,July,25.25,70.48
Kenya,May,33.67,15.38
Burundi,June,45.96,39.0
Tunisia,May,27.23,74.64
Gabon,August,45.21,21.49
South Africa,August,42.84,69.28
Ghana,August,29.04,74.93
Seychelles,June,20.84,56.73
Ivory Coast,June,31.44,52.13
Ethiopia,May,33.58,26.78
Zimbabwe,May,47.67,61.98
Namibia,June,38.69,56.53
Equatorial Guinea,July,23.87,11.21
Madagascar,June,36.37,51.77
Eritrea,May,42.61,28.62
Eswatini,June,44.33,31.57
Mali,July,28.76,78.63
Tunisia,July,34.29,34.28
Sudan,July,30.66,15.31
Lesotho,May,25.31,77.4
Egypt,August,35.53,11.28
Seychelles,July,27.39,73.18
Lesotho,June,21.58,34.81
Namibia,May,24.99,62.67
Lesotho,August,36.2,18.04
Tunisia,June,44.9,55.41
Senegal,August,33.42,60.07
Madagascar,July,41.19,11.86
Gabon,August,24.76,86.56
Tanzania,July,23.0,77.45
Rwanda,May,38.08,60.66
Ethiopia,July,23.13,57.81
Rwanda,May,24.13,68.26
Niger,July,41.4,77.64
Zimbabwe,June,26.77,81.48
Namibia,June,44.62,37.89
Seychelles,August,26.31,39.17
Guinea-Bissau,July,26.82,42.42
Guinea,July,48.7,68.78
Ivory Coast,July,23.19,38.22
Gabon,July,28.78,81.83
South Africa,August,28.98,16.8
Sudan,May,30.74,31.46
Mauritania,May,47.66,65.44
South Africa,May,42.2,52.74
Guinea-Bissau,July,35.38,21.26
South Africa,August,36.06,12.06
Cabo Verde,June,45.51,10.42
Tunisia,June,44.85,37.28
Ivory Coast,July,38.53,31.87
Djibouti,July,38.2,62.38
Tunisia,May,28.03,65.77
Burkina Faso,May,39.49,72.96
Democratic Republic of the Congo,May,25.33,59.65
Liberia,June,31.44,63.01
Mauritius,May,48.81,49.9
Cabo Verde,June,27.32,46.5
Burundi,July,28.87,19.0
Zimbabwe,June,25.5,73.7
Sudan,July,24.76,76.85
Somalia,July,21.82,78.73
Sierra Leone,August,48.25,17.54
Madagascar,June,41.5,23.38
Democratic Republic of the Congo,July,28.8,83.49
Comoros,June,23.17,44.85
Burkina Faso,August,42.02,34.53
Sudan,August,40.28,78.12
Mauritius,August,31.2,76.7
Togo,July,49.88,73.97
Djibouti,June,30.72,42.18
Algeria,July,37.38,27.27
Namibia,August,41.72,30.7
Congo,June,36.83,88.69
Central African Republic,August,38.69,67.48
Seychelles,June,26.94,36.28
Togo,August,27.04,23.14
Sudan,May,22.3,38.54
Kenya,May,24.04,30.02
Eritrea,August,49.84,75.06
Lesotho,May,46.73,70.18
Eritrea,July,36.76,12.69
Madagascar,July,27.99,31.7
Sudan,July,39.62,72.8
Seychelles,June,36.64,45.78
Gabon,August,22.59,57.97
Congo,June,43.74,75.54
Mauritania,June,42.45,62.81
Chad,June,49.43,24.47
Guinea-Bissau,August,22.17,86.85
Gabon,June,46.23,50.99
Eritrea,June,22.33,33.23
Burkina Faso,June,46.26,72.06
Cabo Verde,August,29.1,62.8
Guinea-Bissau,May,27.89,20.14
Mali,June,42.85,83.76
Tunisia,August,40.02,33.53
Eritrea,June,30.31,66.91
Malawi,July,31.13,53.22
Zambia,July,45.83,50.13
Mali,May,36.15,21.01
South Africa,July,30.38,79.26
Congo,July,38.98,14.39
Tunisia,May,26.19,70.65
Cameroon,August,40.84,82.29
Algeria,June,40.57,48.94
Namibia,June,49.18,85.63
Equatorial Guinea,August,22.52,79.63
Lesotho,July,35.53,58.69
Niger,May,41.51,68.83
Eswatini,June,33.71,18.94
Mali,May,27.62,80.16
Ethiopia,May,33.42,19.8
Sudan,May,39.04,89.69
Malawi,July,24.54,21.02
Tunisia,August,34.33,75.6
South Sudan,July,28.69,81.52
Benin,July,33.49,54.45
Benin,June,46.09,45.85
Senegal,May,48.01,52.08
Comoros,July,28.63,78.44
Congo,May,47.13,21.03
South Sudan,August,36.3,13.24
Sudan,August,43.4,81.0
Libya,June,26.95,88.7
Algeria,July,33.95,62.51
Morocco,May,28.36,44.07
Central African Republic,August,30.68,74.44
Tunisia,June,33.29,41.16
Eswatini,August,24.12,61.48
Djibouti,June,49.92,24.75
Ethiopia,July,29.09,25.23
Mozambique,May,27.93,34.03
Tunisia,July,21.34,18.08
Chad,June,36.89,31.8
Tanzania,June,20.12,10.17
South Sudan,August,28.53,57.28
South Sudan,May,32.39,54.86
Democratic Republic of the Congo,August,26.37,30.82
Mauritius,August,33.68,48.97
Uganda,August,33.78,24.17
Democratic Republic of the Congo,August,28.6,25.14
Cameroon,August,24.76,70.99
Zambia,May,37.8,50.37
Central African Republic,August,24.78,80.12
Eswatini,August,27.51,11.42
Tanzania,July,43.5,48.02
Kenya,July,43.03,28.91
Namibia,July,32.23,30.9
Tunisia,July,22.8,47.42
Sierra Leone,August,47.44,11.33
Malawi,May,47.51,66.58
Nigeria,June,33.77,74.11
Gambia,June,47.81,79.74
Central African Republic,August,47.15,52.61
Angola,July,30.17,89.42
Cabo Verde,June,39.46,59.71
Libya,May,32.48,20.15
Sudan,July,26.58,74.73
Tanzania,May,21.32,22.94
Zambia,May,26.19,42.03
Mali,July,26.15,73.04
Ethiopia,May,39.89,23.31
Congo,May,39.32,67.66
Zambia,June,39.3,67.6
Eritrea,May,21.8,37.89
Rwanda,May,34.42,10.88
Niger,August,21.86,46.67
Eswatini,May,25.5,51.25
Guinea,July,29.44,57.69
Sao Tome and Principe,May,30.3,64.18
Botswana,July,23.52,48.28
Rwanda,August,40.98,10.93
Lesotho,June,38.57,20.45
Zambia,August,41.42,69.2
Guinea-Bissau,July,23.3,28.52
Malawi,July,21.19,37.48
Eritrea,June,38.18,81.88
Equatorial Guinea,May,23.63,10.57
Eswatini,June,31.0,87.74
Comoros,July,48.21,15.89
Egypt,August,45.46,40.57
Zambia,June,32.77,23.95
Eswatini,August,27.22,13.86
Sudan,May,21.93,62.53
Central African Republic,June,35.28,80.99
Malawi,July,30.57,27.18
Botswana,July,26.03,35.67
Mali,May,30.16,38.28
Kenya,July,23.39,21.0
Egypt,August,26.54,34.83
Gabon,August,40.42,61.5
Nigeria,May,25.49,41.9
Guinea,July,31.3,56.84
Cabo Verde,July,49.29,80.04
Somalia,May,21.84,28.99
Botswana,May,37.85,51.21
Madagascar,August,28.82,44.73
Zambia,August,42.36,42.05
Egypt,July,36.61,65.81
Zimbabwe,May,33.85,72.47
Zimbabwe,July,35.03,88.16
Guinea-Bissau,July,44.59,18.54
Madagascar,July,37.96,26.81
Namibia,May,37.2,20.71
Burkina Faso,June,49.04,62.97
Ivory Coast,July,27.51,48.59
Mozambique,August,49.19,76.69
Sudan,August,26.5,46.1
Sudan,May,20.49,29.6
Namibia,May,42.27,43.25
Uganda,June,25.77,41.47
Madagascar,August,30.38,63.94
Comoros,August,21.42,33.65
Tanzania,July,33.05,53.98
Algeria,August,27.47,51.0
Namibia,July,23.45,72.91
Kenya,August,29.76,85.47
Equatorial Guinea,August,27.96,50.17
Comoros,June,45.82,51.91
Malawi,June,23.24,62.74
Benin,May,21.63,29.57
Gambia,May,30.29,19.87
Kenya,August,25.77,47.6
Eswatini,June,47.88,79.87
Chad,May,46.15,74.45
Malawi,May,44.31,27.06
Angola,May,33.17,12.98
Algeria,May,25.38,59.99
Djibouti,June,39.91,19.3
Guinea,July,20.55,73.85
Congo,June,29.08,21.48
Gambia,August,43.95,36.73
Democratic Republic of the Congo,May,28.18,73.96
Tanzania,May,45.47,61.51
Tunisia,June,33.9,83.96
Guinea-Bissau,July,42.65,78.64
Sao Tome and Principe,July,27.29,15.5
Djibouti,August,40.31,43.11
Sudan,June,32.48,69.92
Zambia,May,37.54,24.83
Botswana,June,44.57,48.91
Lesotho,July,22.47,55.78
Mali,May,47.49,49.04
Ghana,August,30.35,32.74
Seychelles,July,33.46,22.4
Tanzania,June,40.72,75.98
Burkina Faso,May,22.29,53.21
Guinea-Bissau,August,20.27,42.06
Somalia,May,20.42,14.12
Morocco,June,37.22,89.79
Cameroon,May,21.49,72.43
Nigeria,August,33.72,12.74
Rwanda,August,27.77,56.78
Tanzania,May,31.4,15.73
Togo,July,47.2,48.72
Djibouti,June,45.92,79.83
Chad,July,46.3,21.04
Mauritania,June,22.98,43.97
Niger,May,46.17,17.29
Kenya,May,47.42,58.38
Mozambique,July,36.89,82.2
Somalia,July,47.18,43.3
Central African Republic,July,49.77,73.52
Mauritius,June,39.12,80.91
Djibouti,July,36.99,42.97
South Africa,July,37.86,59.79
Eswatini,May,33.26,22.41
Algeria,May,44.43,29.3
Congo,August,28.54,42.58
Sao Tome and Principe,June,34.48,63.96
Cameroon,August,20.18,22.44
Gabon,June,30.7,36.82
Namibia,August,46.09,84.65
Burkina Faso,July,42.56,71.25
Zimbabwe,June,24.15,57.05
Burkina Faso,July,21.44,16.94
Congo,May,44.66,68.83
Sudan,July,34.36,46.79
Ethiopia,May,49.27,12.25
Zimbabwe,August,38.11,70.11
Eritrea,June,24.74,84.53
Kenya,August,41.01,13.68
Democratic Republic of the Congo,May,26.06,84.16
Ghana,August,44.8,24.98
Somalia,August,45.83,25.0
Burundi,May,48.82,34.26
Guinea-Bissau,May,35.59,47.03
Togo,August,34.91,45.14
Comoros,May,31.86,17.26
Cameroon,August,30.43,75.45
Mali,August,41.37,34.0
Morocco,June,36.87,72.51
Namibia,June,33.1,63.81
Chad,June,23.04,30.48
Morocco,May,48.62,78.64
Ghana,August,30.75,52.13
Madagascar,August,31.7,81.75
Mauritius,July,42.05,41.31
Congo,June,34.79,18.68
Kenya,July,43.55,82.25
Eritrea,July,21.25,71.07
Guinea,June,28.08,24.4
Sao Tome and Principe,May,33.74,78.33
Cabo Verde,June,42.18,13.67
Gambia,May,31.9,56.88
Egypt,May,46.44,23.34
Morocco,July,40.67,17.39
Central African Republic,August,30.28,86.63
Burundi,May,29.26,89.49
Nigeria,August,41.53,38.04
Benin,July,39.54,13.54
Chad,July,30.43,64.04
Comoros,July,41.4,18.8
Guinea-Bissau,August,29.84,17.3
Lesotho,June,32.08,49.07
Tunisia,June,28.56,48.2
Morocco,August,28.85,20.24
Somalia,May,25.77,56.89
Comoros,July,34.37,72.79
Malawi,July,30.35,87.33
Tanzania,June,37.7,11.43
Morocco,May,48.62,29.54
Zambia,August,41.65,20.85
Burundi,June,37.75,37.9
Senegal,May,27.36,37.54
Chad,June,33.87,56.85
South Sudan,May,27.8,66.46
Eswatini,May,40.21,52.51
Uganda,August,31.56,81.53
Djibouti,August,49.56,19.36
Niger,July,20.19,45.15
Tanzania,May,26.56,42.28
Eritrea,July,44.15,16.28
Tanzania,August,26.27,69.6
Niger,July,24.89,87.5
Mauritania,August,49.07,78.93
Niger,June,27.23,40.19
Central African Republic,July,27.53,85.35
Eswatini,August,27.66,49.96
Sao Tome and Principe,July,41.3,45.58
Gambia,May,47.25,72.14
Gambia,August,38.5,17.63
Burkina Faso,July,41.54,88.59
Democratic Republic of the Congo,June,38.75,26.62
Ethiopia,June,23.36,60.15
Burundi,August,35.82,13.78
Angola,June,28.83,45.08
Seychelles,June,36.69,54.32
Sao Tome and Principe,August,36.56,38.57
Senegal,May,44.5,49.31
Algeria,August,26.09,34.28
South Sudan,June,31.73,79.83
Burkina Faso,August,41.19,43.13
Malawi,July,24.3,44.28
Sao Tome and Principe,July,44.09,63.56
Democratic Republic of the Congo,May,31.65,33.08
Tunisia,July,25.64,55.76
Democratic Republic of the Congo,August,37.73,37.61
Sudan,May,44.6,33.22
Ethiopia,June,34.68,29.42
Angola,August,35.06,62.17
Algeria,May,46.64,65.56
Burundi,May,39.28,41.53
Kenya,June,43.37,32.56
Rwanda,May,38.38,71.41
Egypt,August,22.72,84.21
Benin,August,21.08,27.92
South Africa,June,24.35,41.27
Sierra Leone,May,22.23,33.54
Niger,June,48.05,27.8
Senegal,August,26.46,58.9
Eswatini,June,40.56,89.52
Tunisia,July,28.38,35.94
Tanzania,May,40.11,31.44
South Africa,July,29.55,68.83
Ethiopia,May,49.72,19.41
Rwanda,May,47.36,68.53
Chad,July,25.52,32.97
Tanzania,June,30.61,83.61
Somalia,June,48.58,85.59
Rwanda,August,25.71,26.1
Botswana,August,47.82,63.25
Niger,July,46.61,14.55
Mali,June,48.81,76.84
Mozambique,July,28.56,38.54
Egypt,May,23.4,39.88
Madagascar,August,31.45,52.35
Egypt,July,45.17,27.75
Namibia,May,24.7,14.28
Gabon,July,36.1,53.39
Tunisia,August,42.73,53.13
Egypt,July,28.43,52.34
Democratic Republic of the Congo,August,22.69,57.6
Sudan,June,49.92,85.77
Chad,July,29.05,51.62
Guinea,August,42.52,78.88
Mauritania,August,40.87,81.45
Egypt,August,41.42,38.53
Sierra Leone,May,30.58,84.2
Guinea,June,32.49,62.44
Ivory Coast,May,31.02,40.99
Rwanda,May,42.51,79.07
Cameroon,August,37.27,21.13
South Africa,May,45.81,64.85
Algeria,August,37.64,65.9
Comoros,July,43.68,66.24
Tanzania,May,25.43,47.41
Eritrea,July,42.44,58.33
Burkina Faso,June,37.32,30.7
Burkina Faso,August,28.91,21.11
Togo,May,42.16,34.04
Ghana,June,26.94,64.12
Uganda,June,22.65,18.1
Algeria,June,41.77,71.27
Sierra Leone,July,20.2,49.98
Namibia,July,49.8,63.25
Democratic Republic of the Congo,May,30.72,87.0
Togo,August,24.35,52.68
Eswatini,May,21.7,36.27
Tunisia,July,21.22,49.28
Guinea,August,36.71,19.65
South Africa,August,29.74,81.18
Gabon,August,33.28,75.05
Namibia,July,23.31,74.94
Uganda,August,31.3,35.71
Kenya,May,34.6,26.38
Zambia,June,33.22,80.98
Cabo Verde,July,39.24,47.81
Uganda,June,36.05,29.59
Cabo Verde,June,26.61,54.92
Eritrea,May,32.48,70.09
Niger,May,49.63,87.45
Tanzania,May,39.47,26.53
Cameroon,July,40.09,49.08
Democratic Republic of the Congo,May,29.18,49.07
Gambia,August,31.76,15.65
Mauritania,May,29.92,60.71
Eswatini,June,34.3,57.52
Lesotho,July,48.02,58.37
Kenya,May,30.32,64.65
Cameroon,June,42.21,45.06
Ghana,June,48.81,82.44
Gabon,August,32.43,14.68
Egypt,July,43.01,28.8
South Sudan,August,23.61,62.73
Gabon,May,30.47,42.95
Zimbabwe,June,30.48,34.48
Algeria,June,38.21,79.92
Guinea-Bissau,July,41.84,54.78
Zambia,July,38.55,40.91
Madagascar,June,21.98,75.15
Angola,July,20.5,83.95
Malawi,July,35.18,55.6
Nigeria,May,29.44,58.64
Benin,July,30.3,29.58
Cabo Verde,June,32.24,17.92
Comoros,May,41.06,55.54
Zimbabwe,June,38.23,70.85
Democratic Republic of the Congo,July,36.43,58.19
Guinea-Bissau,June,29.33,66.52
Congo,May,48.08,76.33
Zimbabwe,July,30.71,84.68
Chad,August,21.91,79.08
Cameroon,June,33.64,18.69
Gambia,May,38.08,27.06
Mozambique,June,44.82,88.35
Morocco,August,34.82,37.87
Eswatini,May,28.4,77.67
Botswana,June,23.76,33.66
Sierra Leone,June,36.91,10.41
Gabon,May,26.14,82.48
Namibia,May,47.32,88.95
South Africa,June,20.49,61.66
